"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"train\healthy\01052_saltandpepper_Screen_Shot_2018-06-12_at_11.52.55_PM.jpg","train","healthy",".jpg","8208","True","224","224","Format24bppRgb","185,03","49,62"
"train\healthy\01053_saltandpepper_Screen_Shot_2018-06-12_at_11.53.12_PM.jpg","train","healthy",".jpg","8394","True","224","224","Format24bppRgb","185,04","46,56"
"train\healthy\01054_saltandpepper_Screen_Shot_2018-06-12_at_11.53.17_PM.jpg","train","healthy",".jpg","6793","True","224","224","Format24bppRgb","186,71","51,32"
"train\healthy\01055_saltandpepper_Screen_Shot_2018-06-12_at_11.53.22_PM.jpg","train","healthy",".jpg","8456","True","224","224","Format24bppRgb","177,1","51,05"
"train\healthy\01056_saltandpepper_Screen_Shot_2018-06-12_at_11.53.33_PM.jpg","train","healthy",".jpg","8849","True","224","224","Format24bppRgb","181,18","53,17"
"train\healthy\01057_saltandpepper_Screen_Shot_2018-06-12_at_11.53.43_PM.jpg","train","healthy",".jpg","8435","True","224","224","Format24bppRgb","193,9","59,1"
"train\healthy\01058_saltandpepper_Screen_Shot_2018-06-12_at_11.53.53_PM.jpg","train","healthy",".jpg","9120","True","224","224","Format24bppRgb","176,99","53,52"
"train\healthy\01059_saltandpepper_Screen_Shot_2018-06-12_at_11.54.03_PM.jpg","train","healthy",".jpg","9198","True","224","224","Format24bppRgb","181,82","41,55"
"train\healthy\01060_saltandpepper_Screen_Shot_2018-06-12_at_11.54.10_PM.jpg","train","healthy",".jpg","7138","True","224","224","Format24bppRgb","186,22","47,63"
"train\healthy\01061_saltandpepper_Screen_Shot_2018-06-12_at_11.54.20_PM.jpg","train","healthy",".jpg","8765","True","224","224","Format24bppRgb","170,42","43,08"
"train\healthy\01062_saltandpepper_Screen_Shot_2018-06-12_at_11.54.27_PM.jpg","train","healthy",".jpg","7508","True","224","224","Format24bppRgb","198,35","51,01"
"train\healthy\01063_saltandpepper_Screen_Shot_2018-06-12_at_11.54.35_PM.jpg","train","healthy",".jpg","9297","True","224","224","Format24bppRgb","176","42,06"
"train\healthy\01064_saltandpepper_Screen_Shot_2018-06-12_at_11.54.44_PM.jpg","train","healthy",".jpg","8546","True","224","224","Format24bppRgb","177,04","51,26"
"train\healthy\01065_saltandpepper_Screen_Shot_2018-06-12_at_11.54.55_PM.jpg","train","healthy",".jpg","6147","True","224","224","Format24bppRgb","212,07","46,24"
"train\healthy\01066_saltandpepper_Screen_Shot_2018-06-12_at_11.55.00_PM.jpg","train","healthy",".jpg","7661","True","224","224","Format24bppRgb","163,71","39,67"
"train\healthy\01067_saltandpepper_Screen_Shot_2018-06-12_at_11.55.05_PM.jpg","train","healthy",".jpg","8294","True","224","224","Format24bppRgb","182,57","50,34"
"train\healthy\01068_saltandpepper_Screen_Shot_2018-06-12_at_11.55.23_PM.jpg","train","healthy",".jpg","9860","True","224","224","Format24bppRgb","180,03","55,13"
"train\healthy\01069_saltandpepper_Screen_Shot_2018-06-12_at_11.55.28_PM.jpg","train","healthy",".jpg","7648","True","224","224","Format24bppRgb","182,19","53,93"
"train\healthy\01070_saltandpepper_Screen_Shot_2018-06-12_at_11.55.37_PM.jpg","train","healthy",".jpg","8996","True","224","224","Format24bppRgb","148,48","65,28"
"train\healthy\01071_saltandpepper_Screen_Shot_2018-06-12_at_11.55.42_PM.jpg","train","healthy",".jpg","7994","True","224","224","Format24bppRgb","180,78","51,51"
"train\healthy\01072_saltandpepper_Screen_Shot_2018-06-12_at_11.55.48_PM.jpg","train","healthy",".jpg","8302","True","224","224","Format24bppRgb","188,12","50,66"
"train\healthy\01073_saltandpepper_Screen_Shot_2018-06-12_at_11.55.58_PM.jpg","train","healthy",".jpg","9236","True","224","224","Format24bppRgb","168,05","58,57"
"train\healthy\01074_saltandpepper_Screen_Shot_2018-06-12_at_11.56.02_PM.jpg","train","healthy",".jpg","8629","True","224","224","Format24bppRgb","162,53","41,3"
"train\healthy\01075_saltandpepper_Screen_Shot_2018-06-12_at_11.56.16_PM.jpg","train","healthy",".jpg","8422","True","224","224","Format24bppRgb","178,87","62,24"
"train\healthy\01076_saltandpepper_Screen_Shot_2018-06-12_at_11.56.20_PM.jpg","train","healthy",".jpg","8711","True","224","224","Format24bppRgb","172,82","52,46"
"train\healthy\01077_saltandpepper_Screen_Shot_2018-06-12_at_11.56.35_PM.jpg","train","healthy",".jpg","8658","True","224","224","Format24bppRgb","168,59","56,32"
"train\healthy\01078_saltandpepper_Screen_Shot_2018-06-12_at_11.56.43_PM.jpg","train","healthy",".jpg","8445","True","224","224","Format24bppRgb","188,49","51,51"
"train\healthy\01079_saltandpepper_Screen_Shot_2018-06-12_at_11.56.48_PM.jpg","train","healthy",".jpg","8394","True","224","224","Format24bppRgb","174,08","55,48"
"train\healthy\01080_saltandpepper_Screen_Shot_2018-06-12_at_11.56.55_PM.jpg","train","healthy",".jpg","9072","True","224","224","Format24bppRgb","179,49","55,12"
"train\healthy\01081_saltandpepper_Screen_Shot_2018-06-12_at_11.57.07_PM.jpg","train","healthy",".jpg","8858","True","224","224","Format24bppRgb","160,09","60,05"
"train\healthy\01082_saltandpepper_Screen_Shot_2018-06-12_at_11.57.37_PM.jpg","train","healthy",".jpg","8984","True","224","224","Format24bppRgb","184,61","50,54"
"train\healthy\01083_saltandpepper_Screen_Shot_2018-06-12_at_11.57.45_PM.jpg","train","healthy",".jpg","8795","True","224","224","Format24bppRgb","180,23","43,02"
"train\healthy\01084_saltandpepper_Screen_Shot_2018-06-12_at_11.57.52_PM.jpg","train","healthy",".jpg","8635","True","224","224","Format24bppRgb","171,52","56,82"
"train\healthy\01085_saltandpepper_Screen_Shot_2018-06-12_at_11.58.02_PM.jpg","train","healthy",".jpg","8159","True","224","224","Format24bppRgb","169,32","48,1"
"train\healthy\01086_saltandpepper_Screen_Shot_2018-06-12_at_11.58.11_PM.jpg","train","healthy",".jpg","8453","True","224","224","Format24bppRgb","181,14","55,74"
"train\healthy\01087_saltandpepper_Screen_Shot_2018-06-12_at_11.58.18_PM.jpg","train","healthy",".jpg","7860","True","224","224","Format24bppRgb","171,63","56,24"
"train\healthy\01088_saltandpepper_Screen_Shot_2018-06-12_at_11.58.24_PM.jpg","train","healthy",".jpg","9060","True","224","224","Format24bppRgb","176,19","54,64"
"train\healthy\01089_saltandpepper_Screen_Shot_2018-06-12_at_11.58.28_PM.jpg","train","healthy",".jpg","9513","True","224","224","Format24bppRgb","175,99","55,66"
"train\healthy\01090_saltandpepper_Screen_Shot_2018-06-12_at_11.58.43_PM.jpg","train","healthy",".jpg","8502","True","224","224","Format24bppRgb","177,08","47,29"
"train\healthy\01091_saltandpepper_Screen_Shot_2018-06-12_at_11.58.50_PM.jpg","train","healthy",".jpg","7662","True","224","224","Format24bppRgb","202,99","43,28"
"train\healthy\01092_saltandpepper_Screen_Shot_2018-06-12_at_11.58.56_PM.jpg","train","healthy",".jpg","8295","True","224","224","Format24bppRgb","181,91","56,48"
"train\healthy\01093_saltandpepper_Screen_Shot_2018-06-12_at_11.59.11_PM.jpg","train","healthy",".jpg","8851","True","224","224","Format24bppRgb","174,52","51,08"
"train\healthy\01094_saltandpepper_Screen_Shot_2018-06-12_at_11.59.19_PM.jpg","train","healthy",".jpg","7391","True","224","224","Format24bppRgb","195,93","48,48"
"train\healthy\01095_saltandpepper_Screen_Shot_2018-06-12_at_11.59.23_PM.jpg","train","healthy",".jpg","7144","True","224","224","Format24bppRgb","188,09","48,88"
"train\healthy\01096_saltandpepper_Screen_Shot_2018-06-12_at_11.59.28_PM.jpg","train","healthy",".jpg","7294","True","224","224","Format24bppRgb","193,07","48,5"
"train\healthy\01097_saltandpepper_Screen_Shot_2018-06-12_at_11.59.33_PM.jpg","train","healthy",".jpg","6926","True","224","224","Format24bppRgb","199,24","47,99"
"train\healthy\01098_saltandpepper_Screen_Shot_2018-06-12_at_11.59.38_PM.jpg","train","healthy",".jpg","8292","True","224","224","Format24bppRgb","205,57","49,27"
"train\healthy\01099_saltandpepper_Screen_Shot_2018-06-12_at_11.59.48_PM.jpg","train","healthy",".jpg","8044","True","224","224","Format24bppRgb","187,97","47,5"
"train\healthy\01100_saltandpepper_Screen_Shot_2018-06-12_at_11.59.54_PM.jpg","train","healthy",".jpg","8797","True","224","224","Format24bppRgb","189,54","52,37"
"train\healthy\01101_saltandpepper_Screen_Shot_2018-06-13_at_12.00.02_AM.jpg","train","healthy",".jpg","8458","True","224","224","Format24bppRgb","175,82","61,43"
"train\healthy\01102_saltandpepper_Screen_Shot_2018-06-13_at_12.00.06_AM.jpg","train","healthy",".jpg","8774","True","224","224","Format24bppRgb","175,81","58,19"
"train\healthy\01103_saltandpepper_Screen_Shot_2018-06-13_at_12.00.17_AM.jpg","train","healthy",".jpg","8415","True","224","224","Format24bppRgb","183,08","57,65"
"train\healthy\01104_saltandpepper_Screen_Shot_2018-06-13_at_12.00.23_AM.jpg","train","healthy",".jpg","9265","True","224","224","Format24bppRgb","175,97","64,24"
"train\healthy\01105_saltandpepper_Screen_Shot_2018-06-13_at_12.00.35_AM.jpg","train","healthy",".jpg","8617","True","224","224","Format24bppRgb","168,2","54,95"
"train\healthy\01106_saltandpepper_Screen_Shot_2018-06-13_at_12.00.43_AM.jpg","train","healthy",".jpg","10117","True","224","224","Format24bppRgb","183,72","42,79"
"train\healthy\01107_saltandpepper_Screen_Shot_2018-06-13_at_12.00.54_AM.jpg","train","healthy",".jpg","7779","True","224","224","Format24bppRgb","167,41","32,7"
"train\healthy\01108_saltandpepper_Screen_Shot_2018-06-13_at_12.01.03_AM.jpg","train","healthy",".jpg","9531","True","224","224","Format24bppRgb","168,6","57,91"
"train\healthy\01109_saltandpepper_Screen_Shot_2018-06-13_at_12.01.10_AM.jpg","train","healthy",".jpg","8133","True","224","224","Format24bppRgb","182,31","49,9"
"train\healthy\01110_saltandpepper_Screen_Shot_2018-06-13_at_12.01.23_AM.jpg","train","healthy",".jpg","9177","True","224","224","Format24bppRgb","184,08","49,04"
"train\healthy\01111_saltandpepper_Screen_Shot_2018-06-13_at_12.01.32_AM.jpg","train","healthy",".jpg","7667","True","224","224","Format24bppRgb","193,34","51,67"
"train\healthy\01112_saltandpepper_Screen_Shot_2018-06-13_at_12.01.36_AM.jpg","train","healthy",".jpg","8224","True","224","224","Format24bppRgb","174,46","56,01"
"train\healthy\01113_saltandpepper_Screen_Shot_2018-06-13_at_12.01.49_AM.jpg","train","healthy",".jpg","10054","True","224","224","Format24bppRgb","126,04","44,88"
"train\healthy\01114_saltandpepper_Screen_Shot_2018-06-13_at_12.01.58_AM.jpg","train","healthy",".jpg","7920","True","224","224","Format24bppRgb","179,08","57,11"
"train\healthy\01115_saltandpepper_Screen_Shot_2018-06-13_at_12.02.05_AM.jpg","train","healthy",".jpg","10104","True","224","224","Format24bppRgb","175,45","48,05"
"train\healthy\01116_saltandpepper_Screen_Shot_2018-06-13_at_12.02.11_AM.jpg","train","healthy",".jpg","8986","True","224","224","Format24bppRgb","162,25","57,56"
"train\healthy\01117_saltandpepper_Screen_Shot_2018-06-13_at_12.02.20_AM.jpg","train","healthy",".jpg","8938","True","224","224","Format24bppRgb","172,2","50,78"
"train\healthy\01118_saltandpepper_Screen_Shot_2018-06-13_at_12.02.33_AM.jpg","train","healthy",".jpg","8980","True","224","224","Format24bppRgb","163,29","52,8"
"train\healthy\01119_saltandpepper_Screen_Shot_2018-06-13_at_12.02.41_AM.jpg","train","healthy",".jpg","8491","True","224","224","Format24bppRgb","177,77","56,04"
"train\healthy\01120_saltandpepper_Screen_Shot_2018-06-13_at_12.02.45_AM.jpg","train","healthy",".jpg","8657","True","224","224","Format24bppRgb","170,51","42,66"
"train\healthy\01121_saltandpepper_Screen_Shot_2018-06-13_at_12.02.53_AM.jpg","train","healthy",".jpg","9636","True","224","224","Format24bppRgb","179,74","44,79"
"train\healthy\01122_saltandpepper_Screen_Shot_2018-06-13_at_12.03.01_AM.jpg","train","healthy",".jpg","8803","True","224","224","Format24bppRgb","188,68","49,55"
"train\healthy\01123_saltandpepper_Screen_Shot_2018-06-13_at_12.03.17_AM.jpg","train","healthy",".jpg","7828","True","224","224","Format24bppRgb","192,02","48,02"
"train\healthy\01124_saltandpepper_Screen_Shot_2018-06-13_at_12.03.21_AM.jpg","train","healthy",".jpg","9204","True","224","224","Format24bppRgb","175,38","58,04"
"train\healthy\01125_saltandpepper_Screen_Shot_2018-06-13_at_12.03.27_AM.jpg","train","healthy",".jpg","9144","True","224","224","Format24bppRgb","169,74","67,29"
"train\healthy\01126_saltandpepper_Screen_Shot_2018-06-13_at_12.03.34_AM.jpg","train","healthy",".jpg","7859","True","224","224","Format24bppRgb","178,28","59,53"
"train\healthy\01127_saltandpepper_Screen_Shot_2018-06-13_at_12.03.44_AM.jpg","train","healthy",".jpg","8127","True","224","224","Format24bppRgb","177,32","51,3"
"train\healthy\01128_saltandpepper_Screen_Shot_2018-06-13_at_12.03.55_AM.jpg","train","healthy",".jpg","9329","True","224","224","Format24bppRgb","175,14","47,86"
"train\healthy\01129_saltandpepper_Screen_Shot_2018-06-13_at_12.04.01_AM.jpg","train","healthy",".jpg","9242","True","224","224","Format24bppRgb","185,99","49,57"
"train\healthy\01130_saltandpepper_Screen_Shot_2018-06-13_at_12.04.12_AM.jpg","train","healthy",".jpg","9182","True","224","224","Format24bppRgb","173,85","52,79"
"train\healthy\01131_saltandpepper_Screen_Shot_2018-06-13_at_12.04.26_AM.jpg","train","healthy",".jpg","10073","True","224","224","Format24bppRgb","182,47","46,98"
"train\healthy\01132_saltandpepper_Screen_Shot_2018-06-13_at_12.04.34_AM.jpg","train","healthy",".jpg","8040","True","224","224","Format24bppRgb","171,57","52"
"train\healthy\01133_saltandpepper_Screen_Shot_2018-06-13_at_12.04.39_AM.jpg","train","healthy",".jpg","8109","True","224","224","Format24bppRgb","173,94","51,19"
"train\healthy\01134_saltandpepper_Screen_Shot_2018-06-13_at_12.04.46_AM.jpg","train","healthy",".jpg","8488","True","224","224","Format24bppRgb","186,79","41,9"
"train\healthy\01135_saltandpepper_Screen_Shot_2018-06-13_at_12.04.51_AM.jpg","train","healthy",".jpg","8680","True","224","224","Format24bppRgb","177,78","48,26"
"train\healthy\01136_saltandpepper_Screen_Shot_2018-06-13_at_12.05.13_AM.jpg","train","healthy",".jpg","9262","True","224","224","Format24bppRgb","180,28","58,42"
"train\healthy\01137_saltandpepper_Screen_Shot_2018-06-13_at_12.05.19_AM.jpg","train","healthy",".jpg","8512","True","224","224","Format24bppRgb","192,18","51,79"
"train\healthy\01138_saltandpepper_Screen_Shot_2018-06-13_at_12.05.27_AM.jpg","train","healthy",".jpg","9177","True","224","224","Format24bppRgb","164,77","56,38"
"train\healthy\01139_saltandpepper_Screen_Shot_2018-06-13_at_12.05.33_AM.jpg","train","healthy",".jpg","8705","True","224","224","Format24bppRgb","170,71","54,74"
"train\healthy\01140_saltandpepper_Screen_Shot_2018-06-13_at_12.05.46_AM.jpg","train","healthy",".jpg","8442","True","224","224","Format24bppRgb","168,31","49,67"
"train\healthy\01141_saltandpepper_Screen_Shot_2018-06-13_at_12.06.01_AM.jpg","train","healthy",".jpg","8459","True","224","224","Format24bppRgb","158,16","44,74"
"train\healthy\01142_saltandpepper_Screen_Shot_2018-06-13_at_12.06.10_AM.jpg","train","healthy",".jpg","9433","True","224","224","Format24bppRgb","162,75","61,85"
"train\healthy\01143_saltandpepper_Screen_Shot_2018-06-13_at_12.06.15_AM.jpg","train","healthy",".jpg","8747","True","224","224","Format24bppRgb","170,98","57,85"
"train\healthy\01144_saltandpepper_Screen_Shot_2018-06-13_at_12.06.28_AM.jpg","train","healthy",".jpg","9361","True","224","224","Format24bppRgb","193,97","51,61"
"train\healthy\01145_saltandpepper_Screen_Shot_2018-06-13_at_12.06.36_AM.jpg","train","healthy",".jpg","8763","True","224","224","Format24bppRgb","178,1","57,29"
"train\healthy\01146_saltandpepper_Screen_Shot_2018-06-13_at_12.06.43_AM.jpg","train","healthy",".jpg","7757","True","224","224","Format24bppRgb","183,35","52,4"
"train\healthy\01147_saltandpepper_Screen_Shot_2018-06-13_at_12.06.52_AM.jpg","train","healthy",".jpg","8291","True","224","224","Format24bppRgb","164,45","65,13"
"train\healthy\01148_saltandpepper_Screen_Shot_2018-06-13_at_12.06.59_AM.jpg","train","healthy",".jpg","8701","True","224","224","Format24bppRgb","182,08","51,55"
"train\healthy\01149_saltandpepper_Screen_Shot_2018-06-13_at_12.07.05_AM.jpg","train","healthy",".jpg","8245","True","224","224","Format24bppRgb","195,77","53,39"
"train\healthy\01150_saltandpepper_Screen_Shot_2018-06-13_at_12.07.10_AM.jpg","train","healthy",".jpg","8993","True","224","224","Format24bppRgb","184,42","56,75"
"train\healthy\01151_saltandpepper_Screen_Shot_2018-06-13_at_12.07.17_AM.jpg","train","healthy",".jpg","9729","True","224","224","Format24bppRgb","177,66","61,1"
"train\healthy\01152_saltandpepper_Screen_Shot_2018-06-13_at_12.07.32_AM.jpg","train","healthy",".jpg","9074","True","224","224","Format24bppRgb","175,36","60,77"
"train\healthy\01153_saltandpepper_Screen_Shot_2018-06-13_at_12.07.39_AM.jpg","train","healthy",".jpg","9608","True","224","224","Format24bppRgb","185,56","51,73"
"train\healthy\01154_saltandpepper_Screen_Shot_2018-06-13_at_12.07.46_AM.jpg","train","healthy",".jpg","9253","True","224","224","Format24bppRgb","175,85","47,52"
"train\healthy\01155_saltandpepper_Screen_Shot_2018-06-13_at_12.08.02_AM.jpg","train","healthy",".jpg","8751","True","224","224","Format24bppRgb","189,89","51,42"
"train\healthy\01156_saltandpepper_Screen_Shot_2018-06-13_at_12.08.09_AM.jpg","train","healthy",".jpg","8692","True","224","224","Format24bppRgb","173,67","50,71"
"train\healthy\01157_saltandpepper_Screen_Shot_2018-06-13_at_12.08.17_AM.jpg","train","healthy",".jpg","8533","True","224","224","Format24bppRgb","193,76","49,39"
"train\healthy\01158_saltandpepper_Screen_Shot_2018-06-13_at_12.08.29_AM.jpg","train","healthy",".jpg","9216","True","224","224","Format24bppRgb","181,15","60,85"
"train\healthy\01159_saltandpepper_Screen_Shot_2018-06-13_at_12.08.32_AM.jpg","train","healthy",".jpg","8816","True","224","224","Format24bppRgb","163,93","60,08"
"train\healthy\01160_saltandpepper_Screen_Shot_2018-06-13_at_12.08.41_AM.jpg","train","healthy",".jpg","9374","True","224","224","Format24bppRgb","187,28","60"
"train\healthy\01161_saltandpepper_Screen_Shot_2018-06-13_at_12.08.48_AM.jpg","train","healthy",".jpg","9131","True","224","224","Format24bppRgb","167,37","62,03"
"train\healthy\01162_saltandpepper_Screen_Shot_2018-06-13_at_12.08.54_AM.jpg","train","healthy",".jpg","8229","True","224","224","Format24bppRgb","198,11","50,75"
"train\healthy\01163_saltandpepper_Screen_Shot_2018-06-13_at_12.08.58_AM.jpg","train","healthy",".jpg","9500","True","224","224","Format24bppRgb","160,01","58,81"
"train\healthy\01164_saltandpepper_Screen_Shot_2018-06-13_at_12.09.05_AM.jpg","train","healthy",".jpg","8380","True","224","224","Format24bppRgb","168,17","49,38"
"train\healthy\01165_saltandpepper_Screen_Shot_2018-06-13_at_12.09.14_AM.jpg","train","healthy",".jpg","10091","True","224","224","Format24bppRgb","119,79","44,28"
"train\healthy\01166_saltandpepper_Screen_Shot_2018-06-13_at_12.09.25_AM.jpg","train","healthy",".jpg","8621","True","224","224","Format24bppRgb","146,54","36,33"
"train\healthy\01167_saltandpepper_Screen_Shot_2018-06-13_at_12.09.32_AM.jpg","train","healthy",".jpg","8266","True","224","224","Format24bppRgb","185,63","52,65"
"train\healthy\01168_saltandpepper_Screen_Shot_2018-06-13_at_12.09.37_AM.jpg","train","healthy",".jpg","8045","True","224","224","Format24bppRgb","185,68","52,51"
"train\healthy\01169_saltandpepper_Screen_Shot_2018-06-13_at_12.09.43_AM.jpg","train","healthy",".jpg","8345","True","224","224","Format24bppRgb","203","44,89"
"train\healthy\01170_saltandpepper_Screen_Shot_2018-06-13_at_12.09.49_AM.jpg","train","healthy",".jpg","7654","True","224","224","Format24bppRgb","199,45","50,13"
"train\healthy\01171_saltandpepper_Screen_Shot_2018-06-13_at_12.09.54_AM.jpg","train","healthy",".jpg","8528","True","224","224","Format24bppRgb","170,26","44,74"
"train\healthy\01172_saltandpepper_Screen_Shot_2018-06-13_at_12.10.04_AM.jpg","train","healthy",".jpg","8258","True","224","224","Format24bppRgb","162,58","30,51"
"train\healthy\01173_saltandpepper_Screen_Shot_2018-06-13_at_12.10.10_AM.jpg","train","healthy",".jpg","9390","True","224","224","Format24bppRgb","174,02","63,78"
"train\healthy\01174_saltandpepper_Screen_Shot_2018-06-13_at_12.10.16_AM.jpg","train","healthy",".jpg","9024","True","224","224","Format24bppRgb","173,01","59,97"
"train\healthy\01175_saltandpepper_Screen_Shot_2018-06-13_at_12.10.21_AM.jpg","train","healthy",".jpg","8851","True","224","224","Format24bppRgb","169,05","63,85"
"train\healthy\01176_saltandpepper_Screen_Shot_2018-06-13_at_12.10.27_AM.jpg","train","healthy",".jpg","8938","True","224","224","Format24bppRgb","165,68","47,43"
"train\healthy\01177_saltandpepper_Screen_Shot_2018-06-13_at_12.10.38_AM.jpg","train","healthy",".jpg","8028","True","224","224","Format24bppRgb","194,63","54,64"
"train\healthy\01178_saltandpepper_Screen_Shot_2018-06-13_at_12.10.45_AM.jpg","train","healthy",".jpg","7369","True","224","224","Format24bppRgb","192,69","58,86"
"train\healthy\01179_saltandpepper_Screen_Shot_2018-06-13_at_12.10.53_AM.jpg","train","healthy",".jpg","7301","True","224","224","Format24bppRgb","176,56","66,23"
"train\healthy\01180_saltandpepper_Screen_Shot_2018-06-13_at_12.10.57_AM.jpg","train","healthy",".jpg","7266","True","224","224","Format24bppRgb","199,25","58,97"
"train\healthy\01181_saltandpepper_Screen_Shot_2018-06-13_at_12.11.02_AM.jpg","train","healthy",".jpg","6622","True","224","224","Format24bppRgb","205,96","55,15"
"train\healthy\01182_saltandpepper_Screen_Shot_2018-06-13_at_12.11.10_AM.jpg","train","healthy",".jpg","8514","True","224","224","Format24bppRgb","174,85","47,2"
"train\healthy\01183_saltandpepper_Screen_Shot_2018-06-13_at_12.11.17_AM.jpg","train","healthy",".jpg","8434","True","224","224","Format24bppRgb","187,45","45,62"
"train\healthy\01184_saltandpepper_Screen_Shot_2018-06-13_at_12.11.28_AM.jpg","train","healthy",".jpg","7873","True","224","224","Format24bppRgb","181,23","46,44"
"train\healthy\01185_saltandpepper_Screen_Shot_2018-06-13_at_12.11.45_AM.jpg","train","healthy",".jpg","8717","True","224","224","Format24bppRgb","178,01","49,48"
"train\healthy\01186_saltandpepper_Screen_Shot_2018-06-13_at_12.11.57_AM.jpg","train","healthy",".jpg","8151","True","224","224","Format24bppRgb","178,69","63,51"
"train\healthy\01187_saltandpepper_Screen_Shot_2018-06-13_at_12.12.04_AM.jpg","train","healthy",".jpg","8811","True","224","224","Format24bppRgb","178,29","61,28"
"train\healthy\01188_saltandpepper_Screen_Shot_2018-06-13_at_12.13.19_AM.jpg","train","healthy",".jpg","8579","True","224","224","Format24bppRgb","179,83","57,31"
"train\healthy\01189_saltandpepper_Screen_Shot_2018-06-13_at_12.13.24_AM.jpg","train","healthy",".jpg","8810","True","224","224","Format24bppRgb","170,37","45,06"
"train\healthy\01190_saltandpepper_Screen_Shot_2018-06-13_at_12.13.29_AM.jpg","train","healthy",".jpg","9269","True","224","224","Format24bppRgb","185,02","46,82"
"train\healthy\01191_saltandpepper_Screen_Shot_2018-06-13_at_12.13.35_AM.jpg","train","healthy",".jpg","8839","True","224","224","Format24bppRgb","187,43","46,12"
"train\healthy\01192_saltandpepper_Screen_Shot_2018-06-13_at_12.13.44_AM.jpg","train","healthy",".jpg","9563","True","224","224","Format24bppRgb","177,65","51,88"
"train\healthy\01193_saltandpepper_Screen_Shot_2018-06-13_at_12.13.51_AM.jpg","train","healthy",".jpg","8635","True","224","224","Format24bppRgb","178,15","53,57"
"train\healthy\01194_saltandpepper_Screen_Shot_2018-06-13_at_12.13.58_AM.jpg","train","healthy",".jpg","8184","True","224","224","Format24bppRgb","183,5","53,03"
"train\healthy\01195_saltandpepper_Screen_Shot_2018-06-13_at_12.14.03_AM.jpg","train","healthy",".jpg","8483","True","224","224","Format24bppRgb","178,92","46,73"
"train\healthy\01196_saltandpepper_Screen_Shot_2018-06-13_at_12.14.09_AM.jpg","train","healthy",".jpg","8018","True","224","224","Format24bppRgb","147,19","29,07"
"train\healthy\01197_saltandpepper_Screen_Shot_2018-06-13_at_12.14.18_AM.jpg","train","healthy",".jpg","7039","True","224","224","Format24bppRgb","154,13","42,15"
"train\healthy\01198_saltandpepper_Screen_Shot_2018-06-13_at_12.14.32_AM.jpg","train","healthy",".jpg","8333","True","224","224","Format24bppRgb","141,45","42,18"
"train\healthy\01199_saltandpepper_Screen_Shot_2018-06-13_at_12.14.43_AM.jpg","train","healthy",".jpg","7585","True","224","224","Format24bppRgb","149,49","36,67"
"train\healthy\01200_saltandpepper_Screen_Shot_2018-06-13_at_12.14.53_AM.jpg","train","healthy",".jpg","7675","True","224","224","Format24bppRgb","143,8","40,88"
"train\healthy\01201_saltandpepper_Screen_Shot_2018-06-13_at_12.15.01_AM.jpg","train","healthy",".jpg","11037","True","224","224","Format24bppRgb","132","42,92"
"train\healthy\01202_saltandpepper_Screen_Shot_2018-06-13_at_12.15.08_AM.jpg","train","healthy",".jpg","9177","True","224","224","Format24bppRgb","190,8","52,15"
"train\healthy\01203_saltandpepper_Screen_Shot_2018-06-13_at_12.15.13_AM.jpg","train","healthy",".jpg","9491","True","224","224","Format24bppRgb","177,15","52,17"
"train\healthy\01204_saltandpepper_Screen_Shot_2018-06-13_at_12.15.21_AM.jpg","train","healthy",".jpg","8717","True","224","224","Format24bppRgb","196,31","48,21"
"train\healthy\01205_saltandpepper_Screen_Shot_2018-06-13_at_12.15.27_AM.jpg","train","healthy",".jpg","7573","True","224","224","Format24bppRgb","188,2","43,28"
"train\healthy\01206_saltandpepper_Screen_Shot_2018-06-13_at_12.15.39_AM.jpg","train","healthy",".jpg","8978","True","224","224","Format24bppRgb","174,43","39,71"
"train\healthy\01207_saltandpepper_Screen_Shot_2018-06-13_at_12.16.08_AM.jpg","train","healthy",".jpg","8178","True","224","224","Format24bppRgb","175,93","46,2"
"train\healthy\01208_saltandpepper_Screen_Shot_2018-06-13_at_12.16.16_AM.jpg","train","healthy",".jpg","8747","True","224","224","Format24bppRgb","162,19","37,01"
"train\healthy\01209_saltandpepper_Screen_Shot_2018-06-13_at_12.16.22_AM.jpg","train","healthy",".jpg","7248","True","224","224","Format24bppRgb","182,84","53,67"
"train\healthy\01210_saltandpepper_Screen_Shot_2018-06-13_at_12.16.33_AM.jpg","train","healthy",".jpg","8776","True","224","224","Format24bppRgb","151,37","46,59"
"train\healthy\01211_saltandpepper_Screen_Shot_2018-06-13_at_12.16.45_AM.jpg","train","healthy",".jpg","8465","True","224","224","Format24bppRgb","187,5","63,62"
"train\healthy\01212_saltandpepper_Screen_Shot_2018-06-13_at_12.16.54_AM.jpg","train","healthy",".jpg","8281","True","224","224","Format24bppRgb","190,79","49,11"
"train\healthy\01213_saltandpepper_Screen_Shot_2018-06-13_at_12.17.01_AM.jpg","train","healthy",".jpg","8662","True","224","224","Format24bppRgb","193,67","49,5"
"train\healthy\01214_saltandpepper_Screen_Shot_2018-06-13_at_12.17.05_AM.jpg","train","healthy",".jpg","8118","True","224","224","Format24bppRgb","200,7","47,76"
"train\healthy\01215_saltandpepper_Screen_Shot_2018-06-13_at_12.17.10_AM.jpg","train","healthy",".jpg","8535","True","224","224","Format24bppRgb","184,85","52,19"
